rainfall_mm,soil_moisture_pct,slope_deg,elevation_m,temperature_c,river_level_m,vegetation_index,landslide_history,risk_level
-1.5624237116421682,-1.5362557345849281,-1.539848700560726,-1.7225866089109603,1.5015104657498988,-1.4343940810882418,1.457281714387857,-0.816496580927726,LOW
-1.281187443546578,-1.2445616077650052,-1.2385739547988448,-1.2989997378672815,1.1197705168304328,-1.1436385241108957,1.1438877973152002,-0.816496580927726,LOW
-0.9530784641017226,-0.9528674809450821,-0.8368742937830032,-0.8754128668236028,0.7380305679109672,-0.8528829671335492,0.9088423595107067,-0.816496580927726,LOW
-0.6249694846568673,-0.5444957033971899,-0.535599548021122,-0.451825995779924,0.35629061899150144,-0.562127410156203,0.5170999631698845,-0.816496580927726,LOW
-0.249987793862747,-0.1944627512132822,-0.23432480225924082,-0.02823912473624525,-0.025449329927964292,-0.2713718531788569,0.36040300463355646,-0.816496580927726,MEDIUM
0.12499389693137333,0.2139090263346101,0.16737485875660077,0.25415212262620723,-0.40718927884743006,0.019383703798489547,-0.10968787097543023,-0.816496580927726,MEDIUM
0.45310287637622865,0.5056031531545332,0.468649604518482,0.5365433699886598,-0.7889292277668958,0.4555170392645086,-0.42308178804808805,1.224744871391589,MEDIUM
0.7812118558210839,0.7972972799744562,0.7699243502803632,0.8189346173511123,-0.7889292277668958,0.746272596241855,-0.7364757051207449,1.224744871391589,HIGH
1.1561935466152042,1.2056690575223485,1.1716240112962049,1.1013258647135649,-1.1706691766863615,1.1824059317078741,-1.2065665807297317,1.224744871391589,HIGH
1.8592842168541799,1.6723796604342254,1.7741735028199672,1.5249127357572436,-1.5524091256058272,1.9092948241512395,-1.8333544148750462,1.224744871391589,HIGH
-1.1874420208480478,-1.3612392584929744,-1.3389988700528053,-1.440195361548508,1.8832504146693645,-1.2890163025995685,1.3005847558515289,-0.816496580927726,LOW
-0.4843513506090722,-0.6611733541251591,-0.6360244632750824,-0.5930216194611503,0.7380305679109672,-0.7075051886448763,0.6737969217062134,-0.816496580927726,LOW
-0.015624237116421791,0.03889255024265627,-0.03347497175132001,0.112956498944981,-0.025449329927964292,-0.12599407469018367,0.047009087560898666,-0.816496580927726,MEDIUM
0.5937210104240237,0.680619629246487,0.5690745197724424,0.677738993669886,-0.40718927884743006,0.6008948177531819,-0.5797787465844161,1.224744871391589,MEDIUM
1.3905571033615294,1.3806855336143022,1.472898757058086,1.3837171120760172,-1.1706691766863615,1.4731614886852205,-1.519960497802389,1.224744871391589,HIGH
